# Extracted-region manifest for the US ROM.
#
# label <address> <name>
#   Declares a symbol at an address that isn't extracted yet (still raw
#   .incbin) but needs to be referenced from code that IS extracted.
#
# <start> <end> <asm-file> <name>
#   A curated, hand-verified extracted region. Boundaries must be fully
#   confirmed (all reachable code walked to genuine termination) before
#   a function earns a row here -- see docs/ for how each was confirmed.
#
# Everything not covered by a region stays as raw .incbin from
# baserom.us.gba, filled in by tools/gen_rom_s.py. The file it generates
# (build/us/rom.s) is never committed, same as everything else in build/.
#
# A row whose asm-file is also listed in regions.jp.txt at the same
# address must be byte-identical in both ROMs at that address (verified,
# not assumed -- see the file itself for how).
#
# The Krawall audio rows below (samples/modules/patterns) are generated by
# tools/extract_krawall.py, not hand-written -- but ARE listed here like
# everything else, one row per region. Their asm-file always ends in
# `.bin`: gen_rom_s.py .incbin's these directly (no wrapper .s needed).
# The .bin files themselves are gitignored (asm/krawall/) and regenerated
# locally by tools/extract_krawall.py before building -- they're the
# game's actual copyrighted audio content, unlike this manifest, which is
# just addresses/names. See docs/formats/krawall.md.
#
# Known gap: a handful of module headers are followed by a real unclaimed
# gap (largest ~22KB) that isn't sample/pattern trailing padding -- every
# sample's and pattern's own trailing padding is fully accounted for by
# exact formulas in extract_krawall.py (asserted, not assumed: it refuses
# to generate if any sample/pattern doesn't land exactly on the next
# region's start). These particular gaps most likely hold additional
# modules that unkrawerter's own discovery never found -- see
# docs/formats/krawall.md's Open questions and Future work. Doesn't
# affect correctness either way (unclaimed bytes just stay as safe raw
# .incbin from the baserom, like any other gap).

label 0x080000C0 _080000C0

0x08000000 0x080000A0 asm/gba_header.s          GBAHeader
0x08ADCE1C 0x08ADD114 asm/krawall/us/patterns/KrawallPattern220.bin KrawallPattern220
0x08ADD114 0x08ADD3FC asm/krawall/us/patterns/KrawallPattern221.bin KrawallPattern221
0x08ADD3FC 0x08ADD69C asm/krawall/us/patterns/KrawallPattern222.bin KrawallPattern222
0x08ADD69C 0x08ADD968 asm/krawall/us/patterns/KrawallPattern223.bin KrawallPattern223
0x08ADD968 0x08ADDC2C asm/krawall/us/patterns/KrawallPattern224.bin KrawallPattern224
0x08ADDC2C 0x08ADDEA8 asm/krawall/us/patterns/KrawallPattern225.bin KrawallPattern225
0x08ADDEA8 0x08ADE18C asm/krawall/us/patterns/KrawallPattern226.bin KrawallPattern226
0x08ADE18C 0x08ADE480 asm/krawall/us/patterns/KrawallPattern227.bin KrawallPattern227
0x08ADE480 0x08ADE914 asm/krawall/us/patterns/KrawallPattern228.bin KrawallPattern228
0x08ADE914 0x08ADED80 asm/krawall/us/patterns/KrawallPattern229.bin KrawallPattern229
0x08ADED80 0x08ADEFD4 asm/krawall/us/patterns/KrawallPattern230.bin KrawallPattern230
0x08ADEFD4 0x08ADF2A4 asm/krawall/us/patterns/KrawallPattern231.bin KrawallPattern231
0x08ADF2A4 0x08ADF600 asm/krawall/us/patterns/KrawallPattern232.bin KrawallPattern232
0x08ADF600 0x08ADF974 asm/krawall/us/patterns/KrawallPattern233.bin KrawallPattern233
0x08ADF974 0x08ADFCCC asm/krawall/us/patterns/KrawallPattern234.bin KrawallPattern234
0x08ADFCCC 0x08AE000C asm/krawall/us/patterns/KrawallPattern235.bin KrawallPattern235
0x08AE000C 0x08AE051C asm/krawall/us/patterns/KrawallPattern236.bin KrawallPattern236
0x08AE051C 0x08AE06F4 asm/krawall/us/modules/KrawallModule19.bin KrawallModule19
0x08AE06F4 0x08AE0934 asm/krawall/us/patterns/KrawallPattern237.bin KrawallPattern237
0x08AE0934 0x08AE0AF4 asm/krawall/us/patterns/KrawallPattern238.bin KrawallPattern238
0x08AE0AF4 0x08AE0D84 asm/krawall/us/patterns/KrawallPattern239.bin KrawallPattern239
0x08AE0D84 0x08AE1010 asm/krawall/us/patterns/KrawallPattern240.bin KrawallPattern240
0x08AE1010 0x08AE1288 asm/krawall/us/patterns/KrawallPattern241.bin KrawallPattern241
0x08AE1288 0x08AE151C asm/krawall/us/patterns/KrawallPattern242.bin KrawallPattern242
0x08AE151C 0x08AE16C0 asm/krawall/us/patterns/KrawallPattern243.bin KrawallPattern243
0x08AE16C0 0x08AE1A88 asm/krawall/us/patterns/KrawallPattern244.bin KrawallPattern244
0x08AE1A88 0x08AE1E44 asm/krawall/us/patterns/KrawallPattern245.bin KrawallPattern245
0x08AE1E44 0x08AE21D8 asm/krawall/us/patterns/KrawallPattern246.bin KrawallPattern246
0x08AE21D8 0x08AE2434 asm/krawall/us/patterns/KrawallPattern247.bin KrawallPattern247
0x08AE2434 0x08AE2714 asm/krawall/us/patterns/KrawallPattern248.bin KrawallPattern248
0x08AE2714 0x08AE2A84 asm/krawall/us/patterns/KrawallPattern249.bin KrawallPattern249
0x08AE2A84 0x08AE2C94 asm/krawall/us/patterns/KrawallPattern250.bin KrawallPattern250
0x08AE2C94 0x08AE2E54 asm/krawall/us/patterns/KrawallPattern251.bin KrawallPattern251
0x08AE2E54 0x08AE2FBC asm/krawall/us/patterns/KrawallPattern252.bin KrawallPattern252
0x08AE2FBC 0x08AE3168 asm/krawall/us/modules/KrawallModule20.bin KrawallModule20
0x08AE3168 0x08AE3594 asm/krawall/us/patterns/KrawallPattern253.bin KrawallPattern253
0x08AE3594 0x08AE3990 asm/krawall/us/patterns/KrawallPattern254.bin KrawallPattern254
0x08AE3990 0x08AE3D6C asm/krawall/us/patterns/KrawallPattern255.bin KrawallPattern255
0x08AE3D6C 0x08AE4170 asm/krawall/us/patterns/KrawallPattern256.bin KrawallPattern256
0x08AE4170 0x08AE449C asm/krawall/us/patterns/KrawallPattern257.bin KrawallPattern257
0x08AE449C 0x08AE48D4 asm/krawall/us/patterns/KrawallPattern258.bin KrawallPattern258
0x08AE48D4 0x08AE4C18 asm/krawall/us/patterns/KrawallPattern259.bin KrawallPattern259
0x08AE4C18 0x08AE4F70 asm/krawall/us/patterns/KrawallPattern260.bin KrawallPattern260
0x08AE4F70 0x08AE50E4 asm/krawall/us/patterns/KrawallPattern261.bin KrawallPattern261
0x08AE50E4 0x08AE53F8 asm/krawall/us/patterns/KrawallPattern262.bin KrawallPattern262
0x08AE53F8 0x08AE558C asm/krawall/us/modules/KrawallModule21.bin KrawallModule21
0x08AE558C 0x08AE58DC asm/krawall/us/patterns/KrawallPattern263.bin KrawallPattern263
0x08AE58DC 0x08AE5C28 asm/krawall/us/patterns/KrawallPattern264.bin KrawallPattern264
0x08AE5C28 0x08AE60D8 asm/krawall/us/patterns/KrawallPattern265.bin KrawallPattern265
0x08AE60D8 0x08AE65F0 asm/krawall/us/patterns/KrawallPattern266.bin KrawallPattern266
0x08AE65F0 0x08AE696C asm/krawall/us/patterns/KrawallPattern267.bin KrawallPattern267
0x08AE696C 0x08AE6D28 asm/krawall/us/patterns/KrawallPattern268.bin KrawallPattern268
0x08AE6D28 0x08AE70D0 asm/krawall/us/patterns/KrawallPattern269.bin KrawallPattern269
0x08AE70D0 0x08AE7444 asm/krawall/us/patterns/KrawallPattern270.bin KrawallPattern270
0x08AE7444 0x08AE75D0 asm/krawall/us/modules/KrawallModule22.bin KrawallModule22
0x08AE7B30 0x08AE81FC asm/krawall/us/patterns/KrawallPattern271.bin KrawallPattern271
0x08AE81FC 0x08AE88C8 asm/krawall/us/patterns/KrawallPattern272.bin KrawallPattern272
0x08AE88C8 0x08AE8E80 asm/krawall/us/patterns/KrawallPattern273.bin KrawallPattern273
0x08AE8E80 0x08AE92EC asm/krawall/us/patterns/KrawallPattern274.bin KrawallPattern274
0x08AE92EC 0x08AE9710 asm/krawall/us/patterns/KrawallPattern275.bin KrawallPattern275
0x08AE9710 0x08AE9AA0 asm/krawall/us/patterns/KrawallPattern276.bin KrawallPattern276
0x08AE9AA0 0x08AE9F04 asm/krawall/us/patterns/KrawallPattern277.bin KrawallPattern277
0x08AE9F04 0x08AEA150 asm/krawall/us/patterns/KrawallPattern278.bin KrawallPattern278
0x08AEA150 0x08AEA2DC asm/krawall/us/modules/KrawallModule23.bin KrawallModule23
0x08AEA2DC 0x08AEA370 asm/krawall/us/patterns/KrawallPattern279.bin KrawallPattern279
0x08AEA370 0x08AEA7E0 asm/krawall/us/patterns/KrawallPattern280.bin KrawallPattern280
0x08AEA7E0 0x08AEAC74 asm/krawall/us/patterns/KrawallPattern281.bin KrawallPattern281
0x08AEAC74 0x08AEAE04 asm/krawall/us/patterns/KrawallPattern282.bin KrawallPattern282
0x08AEAE04 0x08AEAF80 asm/krawall/us/modules/KrawallModule24.bin KrawallModule24
0x08AEAF80 0x08AEB2F0 asm/krawall/us/patterns/KrawallPattern283.bin KrawallPattern283
0x08AEB2F0 0x08AEB838 asm/krawall/us/patterns/KrawallPattern284.bin KrawallPattern284
0x08AEB838 0x08AEBDA8 asm/krawall/us/patterns/KrawallPattern285.bin KrawallPattern285
0x08AEBDA8 0x08AEC344 asm/krawall/us/patterns/KrawallPattern286.bin KrawallPattern286
0x08AEC344 0x08AEC8F0 asm/krawall/us/patterns/KrawallPattern287.bin KrawallPattern287
0x08AEC8F0 0x08AECE9C asm/krawall/us/patterns/KrawallPattern288.bin KrawallPattern288
0x08AECE9C 0x08AED020 asm/krawall/us/modules/KrawallModule25.bin KrawallModule25
0x08AED020 0x08AED2D8 asm/krawall/us/patterns/KrawallPattern289.bin KrawallPattern289
0x08AED2D8 0x08AED574 asm/krawall/us/patterns/KrawallPattern290.bin KrawallPattern290
0x08AED574 0x08AED900 asm/krawall/us/patterns/KrawallPattern291.bin KrawallPattern291
0x08AED900 0x08AEDCDC asm/krawall/us/patterns/KrawallPattern292.bin KrawallPattern292
0x08AEDCDC 0x08AEE2E8 asm/krawall/us/patterns/KrawallPattern293.bin KrawallPattern293
0x08AEE2E8 0x08AEE938 asm/krawall/us/patterns/KrawallPattern294.bin KrawallPattern294
0x08AEE938 0x08AEEE94 asm/krawall/us/patterns/KrawallPattern295.bin KrawallPattern295
0x08AEEE94 0x08AEF3B4 asm/krawall/us/patterns/KrawallPattern296.bin KrawallPattern296
0x08AEF3B4 0x08AEF66C asm/krawall/us/patterns/KrawallPattern297.bin KrawallPattern297
0x08AEF66C 0x08AEF7FC asm/krawall/us/modules/KrawallModule26.bin KrawallModule26
0x08AEF7FC 0x08AF0120 asm/krawall/us/samples/KrawallSample0.bin KrawallSample0
0x08AF0120 0x08AF04C0 asm/krawall/us/samples/KrawallSample1.bin KrawallSample1
0x08AF04C0 0x08AF2910 asm/krawall/us/samples/KrawallSample2.bin KrawallSample2
0x08AF2910 0x08AF4BE8 asm/krawall/us/samples/KrawallSample3.bin KrawallSample3
0x08AF4BE8 0x08AF6500 asm/krawall/us/samples/KrawallSample4.bin KrawallSample4
0x08AF6500 0x08AF67FC asm/krawall/us/samples/KrawallSample5.bin KrawallSample5
0x08AF67FC 0x08AF9B74 asm/krawall/us/samples/KrawallSample6.bin KrawallSample6
0x08AF9B74 0x08AFCB14 asm/krawall/us/samples/KrawallSample7.bin KrawallSample7
0x08AFCB14 0x08AFD534 asm/krawall/us/samples/KrawallSample8.bin KrawallSample8
0x08AFD534 0x08AFDD4C asm/krawall/us/samples/KrawallSample9.bin KrawallSample9
0x08AFDD4C 0x08AFF1CC asm/krawall/us/samples/KrawallSample10.bin KrawallSample10
0x08AFF1CC 0x08B0074C asm/krawall/us/samples/KrawallSample11.bin KrawallSample11
0x08B0074C 0x08B016EC asm/krawall/us/samples/KrawallSample12.bin KrawallSample12
0x08B016EC 0x08B032E0 asm/krawall/us/samples/KrawallSample13.bin KrawallSample13
0x08B032E0 0x08B03CA4 asm/krawall/us/samples/KrawallSample14.bin KrawallSample14
0x08B03CA4 0x08B041F4 asm/krawall/us/samples/KrawallSample15.bin KrawallSample15
0x08B041F4 0x08B04800 asm/krawall/us/samples/KrawallSample16.bin KrawallSample16
0x08B04800 0x08B05A84 asm/krawall/us/samples/KrawallSample17.bin KrawallSample17
0x08B05A84 0x08B07844 asm/krawall/us/samples/KrawallSample18.bin KrawallSample18
0x08B07844 0x08B0CE70 asm/krawall/us/samples/KrawallSample19.bin KrawallSample19
0x08B0CE70 0x08B0E47C asm/krawall/us/samples/KrawallSample20.bin KrawallSample20
0x08B0E47C 0x08B0F624 asm/krawall/us/samples/KrawallSample21.bin KrawallSample21
0x08B0F624 0x08B11618 asm/krawall/us/samples/KrawallSample22.bin KrawallSample22
0x08B11618 0x08B1347C asm/krawall/us/samples/KrawallSample23.bin KrawallSample23
0x08B1347C 0x08B14D50 asm/krawall/us/samples/KrawallSample24.bin KrawallSample24
0x08B14D50 0x08B18B28 asm/krawall/us/samples/KrawallSample25.bin KrawallSample25
0x08B18B28 0x08B1ADA8 asm/krawall/us/samples/KrawallSample26.bin KrawallSample26
0x08B1ADA8 0x08B1C358 asm/krawall/us/samples/KrawallSample27.bin KrawallSample27
0x08B1C358 0x08B21270 asm/krawall/us/samples/KrawallSample28.bin KrawallSample28
0x08B21270 0x08B232B8 asm/krawall/us/samples/KrawallSample29.bin KrawallSample29
0x08B232B8 0x08B248F8 asm/krawall/us/samples/KrawallSample30.bin KrawallSample30
0x08B248F8 0x08B254D4 asm/krawall/us/samples/KrawallSample31.bin KrawallSample31
0x08B254D4 0x08B266EC asm/krawall/us/samples/KrawallSample32.bin KrawallSample32
0x08B266EC 0x08B26FD4 asm/krawall/us/samples/KrawallSample33.bin KrawallSample33
0x08B26FD4 0x08B276D0 asm/krawall/us/samples/KrawallSample34.bin KrawallSample34
0x08B276D0 0x08B28290 asm/krawall/us/samples/KrawallSample35.bin KrawallSample35
0x08B28290 0x08B29E54 asm/krawall/us/samples/KrawallSample36.bin KrawallSample36
0x08B29E54 0x08B2A968 asm/krawall/us/samples/KrawallSample37.bin KrawallSample37
0x08B2A968 0x08B2BA8C asm/krawall/us/samples/KrawallSample38.bin KrawallSample38
0x08B2BA8C 0x08B2D564 asm/krawall/us/samples/KrawallSample39.bin KrawallSample39
0x08B2D564 0x08B2E010 asm/krawall/us/samples/KrawallSample40.bin KrawallSample40
0x08B2E010 0x08B30318 asm/krawall/us/samples/KrawallSample41.bin KrawallSample41
0x08B30318 0x08B31484 asm/krawall/us/samples/KrawallSample42.bin KrawallSample42
0x08B31484 0x08B329D8 asm/krawall/us/samples/KrawallSample43.bin KrawallSample43
0x08B329D8 0x08B34370 asm/krawall/us/samples/KrawallSample44.bin KrawallSample44
0x08B34370 0x08B367DC asm/krawall/us/samples/KrawallSample45.bin KrawallSample45
0x08B367DC 0x08B37C64 asm/krawall/us/samples/KrawallSample46.bin KrawallSample46
0x08B37C64 0x08B396AC asm/krawall/us/samples/KrawallSample47.bin KrawallSample47
0x08B396AC 0x08B3BC04 asm/krawall/us/samples/KrawallSample48.bin KrawallSample48
0x08B3BC04 0x08B3EB0C asm/krawall/us/samples/KrawallSample49.bin KrawallSample49
0x08B3EB0C 0x08B42780 asm/krawall/us/samples/KrawallSample50.bin KrawallSample50
0x08B42780 0x08B45DB8 asm/krawall/us/samples/KrawallSample51.bin KrawallSample51
0x08B45DB8 0x08B499E0 asm/krawall/us/samples/KrawallSample52.bin KrawallSample52
0x08B499E0 0x08B4C414 asm/krawall/us/samples/KrawallSample53.bin KrawallSample53
0x08B4C414 0x08B4EFD4 asm/krawall/us/samples/KrawallSample54.bin KrawallSample54
0x08B4EFD4 0x08B51A7C asm/krawall/us/samples/KrawallSample55.bin KrawallSample55
0x08B51A7C 0x08B55454 asm/krawall/us/samples/KrawallSample56.bin KrawallSample56
0x08B55454 0x08B56DBC asm/krawall/us/samples/KrawallSample57.bin KrawallSample57
0x08B56DBC 0x08B5A0E8 asm/krawall/us/samples/KrawallSample58.bin KrawallSample58
0x08B5A0E8 0x08B5BFC4 asm/krawall/us/samples/KrawallSample59.bin KrawallSample59
0x08B5BFC4 0x08B5C82C asm/krawall/us/samples/KrawallSample60.bin KrawallSample60
0x08B5C82C 0x08B5DD30 asm/krawall/us/samples/KrawallSample61.bin KrawallSample61
0x08B5DD30 0x08B5ECC8 asm/krawall/us/samples/KrawallSample62.bin KrawallSample62
0x08B5ECC8 0x08B61050 asm/krawall/us/samples/KrawallSample63.bin KrawallSample63
0x08B61050 0x08B63B6C asm/krawall/us/samples/KrawallSample64.bin KrawallSample64
0x08B63B6C 0x08B65310 asm/krawall/us/samples/KrawallSample65.bin KrawallSample65
0x08B65310 0x08B66C88 asm/krawall/us/samples/KrawallSample66.bin KrawallSample66
0x08B66C88 0x08B6A080 asm/krawall/us/samples/KrawallSample67.bin KrawallSample67
0x08B6A080 0x08B6BD70 asm/krawall/us/samples/KrawallSample68.bin KrawallSample68
0x08B6BD70 0x08B6DE28 asm/krawall/us/samples/KrawallSample69.bin KrawallSample69
0x08B6DE28 0x08B71544 asm/krawall/us/samples/KrawallSample70.bin KrawallSample70
0x08B71544 0x08B72A04 asm/krawall/us/samples/KrawallSample71.bin KrawallSample71
0x08B72A04 0x08B7424C asm/krawall/us/samples/KrawallSample72.bin KrawallSample72
0x08B7424C 0x08B76454 asm/krawall/us/samples/KrawallSample73.bin KrawallSample73
0x08B76454 0x08B77AAC asm/krawall/us/samples/KrawallSample74.bin KrawallSample74
0x08B77AAC 0x08B79F04 asm/krawall/us/samples/KrawallSample75.bin KrawallSample75
0x08B79F04 0x08B7B904 asm/krawall/us/samples/KrawallSample76.bin KrawallSample76
0x08B7B904 0x08B7C910 asm/krawall/us/samples/KrawallSample77.bin KrawallSample77
0x08B7C910 0x08B7E320 asm/krawall/us/samples/KrawallSample78.bin KrawallSample78
0x08B7E320 0x08B7FD0C asm/krawall/us/samples/KrawallSample79.bin KrawallSample79
0x08B7FD0C 0x08B86C4C asm/krawall/us/samples/KrawallSample80.bin KrawallSample80
0x08B86C4C 0x08B88540 asm/krawall/us/samples/KrawallSample81.bin KrawallSample81
0x08B88540 0x08B89310 asm/krawall/us/samples/KrawallSample82.bin KrawallSample82
0x08B89310 0x08B8B350 asm/krawall/us/samples/KrawallSample83.bin KrawallSample83
0x08B8B350 0x08B8CA98 asm/krawall/us/samples/KrawallSample84.bin KrawallSample84
0x08B8CA98 0x08B902F0 asm/krawall/us/samples/KrawallSample85.bin KrawallSample85
0x08B902F0 0x08B91244 asm/krawall/us/samples/KrawallSample86.bin KrawallSample86
0x08B91244 0x08B95074 asm/krawall/us/samples/KrawallSample87.bin KrawallSample87
0x08B95074 0x08B983AC asm/krawall/us/samples/KrawallSample88.bin KrawallSample88
0x08B983AC 0x08B9AEE0 asm/krawall/us/samples/KrawallSample89.bin KrawallSample89
0x08B9AEE0 0x08B9DC6C asm/krawall/us/samples/KrawallSample90.bin KrawallSample90
0x08B9DC6C 0x08B9FD8C asm/krawall/us/samples/KrawallSample91.bin KrawallSample91
0x08B9FD8C 0x08BA24AC asm/krawall/us/samples/KrawallSample92.bin KrawallSample92
0x08BA24AC 0x08BA2E58 asm/krawall/us/samples/KrawallSample93.bin KrawallSample93
0x08BA2E58 0x08BA2F64 asm/krawall/us/samples/KrawallSample94.bin KrawallSample94
0x08BA2F64 0x08BA4F6C asm/krawall/us/samples/KrawallSample95.bin KrawallSample95
0x08BA4F6C 0x08BA7534 asm/krawall/us/samples/KrawallSample96.bin KrawallSample96
0x08BA7534 0x08BA7B6C asm/krawall/us/samples/KrawallSample97.bin KrawallSample97
0x08BA7B6C 0x08BA8914 asm/krawall/us/samples/KrawallSample98.bin KrawallSample98
0x08BA8914 0x08BAA638 asm/krawall/us/samples/KrawallSample99.bin KrawallSample99
0x08BAA638 0x08BAB0F8 asm/krawall/us/samples/KrawallSample100.bin KrawallSample100
0x08BAB0F8 0x08BACBD0 asm/krawall/us/samples/KrawallSample101.bin KrawallSample101
0x08BACBD0 0x08BAE9B4 asm/krawall/us/samples/KrawallSample102.bin KrawallSample102
0x08BAE9B4 0x08BAEE2C asm/krawall/us/samples/KrawallSample103.bin KrawallSample103
0x08BAEE2C 0x08BAF770 asm/krawall/us/samples/KrawallSample104.bin KrawallSample104
0x08BAF770 0x08BB02F0 asm/krawall/us/samples/KrawallSample105.bin KrawallSample105
0x08BB02F0 0x08BB0D70 asm/krawall/us/samples/KrawallSample106.bin KrawallSample106
0x08BB0D70 0x08BB3864 asm/krawall/us/samples/KrawallSample107.bin KrawallSample107
0x08BB3864 0x08BB3D88 asm/krawall/us/samples/KrawallSample108.bin KrawallSample108
0x08BB3D88 0x08BB54E8 asm/krawall/us/samples/KrawallSample109.bin KrawallSample109
0x08BB54E8 0x08BB5D24 asm/krawall/us/samples/KrawallSample110.bin KrawallSample110
0x08BB5D24 0x08BB78E0 asm/krawall/us/samples/KrawallSample111.bin KrawallSample111
0x08BB78E0 0x08BB91A4 asm/krawall/us/samples/KrawallSample112.bin KrawallSample112
0x08BB91A4 0x08BBA804 asm/krawall/us/samples/KrawallSample113.bin KrawallSample113
0x08BBA804 0x08BBB6DC asm/krawall/us/samples/KrawallSample114.bin KrawallSample114
0x08BBB6DC 0x08BBD610 asm/krawall/us/samples/KrawallSample115.bin KrawallSample115
0x08BBD610 0x08BC0194 asm/krawall/us/samples/KrawallSample116.bin KrawallSample116
0x08BC0194 0x08BC1658 asm/krawall/us/samples/KrawallSample117.bin KrawallSample117
0x08BC1658 0x08BC3970 asm/krawall/us/samples/KrawallSample118.bin KrawallSample118
0x08BC3970 0x08BC4BF8 asm/krawall/us/samples/KrawallSample119.bin KrawallSample119
0x08BC4BF8 0x08BC97B0 asm/krawall/us/samples/KrawallSample120.bin KrawallSample120
0x08BC97B0 0x08BCB010 asm/krawall/us/samples/KrawallSample121.bin KrawallSample121
0x08BCB010 0x08BCD378 asm/krawall/us/samples/KrawallSample122.bin KrawallSample122
0x08BCD378 0x08BCEE48 asm/krawall/us/samples/KrawallSample123.bin KrawallSample123
0x08BCEE48 0x08BD2D90 asm/krawall/us/samples/KrawallSample124.bin KrawallSample124
0x08BD2D90 0x08BD41DC asm/krawall/us/samples/KrawallSample125.bin KrawallSample125
0x08BD41DC 0x08BD51AC asm/krawall/us/samples/KrawallSample126.bin KrawallSample126
0x08BD51AC 0x08BD5F9C asm/krawall/us/samples/KrawallSample127.bin KrawallSample127
0x08BD5F9C 0x08BD66CC asm/krawall/us/samples/KrawallSample128.bin KrawallSample128
0x08BD66CC 0x08BD71C4 asm/krawall/us/samples/KrawallSample129.bin KrawallSample129
0x08BD71C4 0x08BD818C asm/krawall/us/samples/KrawallSample130.bin KrawallSample130
0x08BD818C 0x08BD9004 asm/krawall/us/samples/KrawallSample131.bin KrawallSample131
0x08BD9004 0x08BD9BD4 asm/krawall/us/samples/KrawallSample132.bin KrawallSample132
0x08BD9BD4 0x08BDA8E0 asm/krawall/us/samples/KrawallSample133.bin KrawallSample133
0x08BDA8E0 0x08BDC038 asm/krawall/us/samples/KrawallSample134.bin KrawallSample134
0x08BDC038 0x08BDD8A0 asm/krawall/us/samples/KrawallSample135.bin KrawallSample135
0x08BDD8A0 0x08BDDD38 asm/krawall/us/samples/KrawallSample136.bin KrawallSample136
0x08BDDD38 0x08BDE088 asm/krawall/us/samples/KrawallSample137.bin KrawallSample137
0x08BDE088 0x08BDF0A4 asm/krawall/us/samples/KrawallSample138.bin KrawallSample138
0x08BDF0A4 0x08BDFE50 asm/krawall/us/samples/KrawallSample139.bin KrawallSample139
0x08BDFE50 0x08BE0700 asm/krawall/us/samples/KrawallSample140.bin KrawallSample140
0x08BE0700 0x08BE0EAC asm/krawall/us/samples/KrawallSample141.bin KrawallSample141
0x08BE0EAC 0x08BE1608 asm/krawall/us/samples/KrawallSample142.bin KrawallSample142
0x08BE1608 0x08BE3374 asm/krawall/us/samples/KrawallSample143.bin KrawallSample143
0x08BE3374 0x08BE988C asm/krawall/us/samples/KrawallSample144.bin KrawallSample144
0x08BE988C 0x08BEBD40 asm/krawall/us/samples/KrawallSample145.bin KrawallSample145
0x08BEBD40 0x08BECE08 asm/krawall/us/samples/KrawallSample146.bin KrawallSample146
0x08BECE08 0x08BEF66C asm/krawall/us/samples/KrawallSample147.bin KrawallSample147
0x08BEF66C 0x08BF05C8 asm/krawall/us/samples/KrawallSample148.bin KrawallSample148
0x08BF05C8 0x08BF3930 asm/krawall/us/samples/KrawallSample149.bin KrawallSample149
0x08BF3930 0x08BF55CC asm/krawall/us/samples/KrawallSample150.bin KrawallSample150
0x08BF55CC 0x08BF8D18 asm/krawall/us/samples/KrawallSample151.bin KrawallSample151
0x08BF8D18 0x08BF9020 asm/krawall/us/samples/KrawallSample152.bin KrawallSample152
0x08BF9020 0x08BFF900 asm/krawall/us/samples/KrawallSample153.bin KrawallSample153
0x08BFF900 0x08C013D8 asm/krawall/us/samples/KrawallSample154.bin KrawallSample154
0x08C013D8 0x08C02CB0 asm/krawall/us/samples/KrawallSample155.bin KrawallSample155
0x08C02CB0 0x08C042F8 asm/krawall/us/samples/KrawallSample156.bin KrawallSample156
0x08C042F8 0x08C055B8 asm/krawall/us/samples/KrawallSample157.bin KrawallSample157
0x08C055B8 0x08C06370 asm/krawall/us/samples/KrawallSample158.bin KrawallSample158
0x08C06370 0x08C097DC asm/krawall/us/samples/KrawallSample159.bin KrawallSample159
0x08C097DC 0x08C0C234 asm/krawall/us/samples/KrawallSample160.bin KrawallSample160
0x08C0C234 0x08C0EDA8 asm/krawall/us/samples/KrawallSample161.bin KrawallSample161
0x08C0EDA8 0x08C11E2C asm/krawall/us/samples/KrawallSample162.bin KrawallSample162
0x08C11E2C 0x08C139AC asm/krawall/us/samples/KrawallSample163.bin KrawallSample163
0x08C139AC 0x08C141D4 asm/krawall/us/samples/KrawallSample164.bin KrawallSample164
0x08C141D4 0x08C14A98 asm/krawall/us/samples/KrawallSample165.bin KrawallSample165
0x08C14A98 0x08C164A4 asm/krawall/us/samples/KrawallSample166.bin KrawallSample166
0x08C164A4 0x08C1A23C asm/krawall/us/samples/KrawallSample167.bin KrawallSample167
0x08C1A23C 0x08C1EE84 asm/krawall/us/samples/KrawallSample168.bin KrawallSample168
0x08C1EE84 0x08C2291C asm/krawall/us/samples/KrawallSample169.bin KrawallSample169
0x08C2291C 0x08C264A4 asm/krawall/us/samples/KrawallSample170.bin KrawallSample170
0x08C264A4 0x08C27DF8 asm/krawall/us/samples/KrawallSample171.bin KrawallSample171
0x08C27DF8 0x08C2B974 asm/krawall/us/samples/KrawallSample172.bin KrawallSample172
0x08C2B974 0x08C2E3CC asm/krawall/us/samples/KrawallSample173.bin KrawallSample173
0x08C2E3CC 0x08C30F40 asm/krawall/us/samples/KrawallSample174.bin KrawallSample174
0x08C30F40 0x08C33FC4 asm/krawall/us/samples/KrawallSample175.bin KrawallSample175
0x08C33FC4 0x08C35B44 asm/krawall/us/samples/KrawallSample176.bin KrawallSample176
0x08C35B44 0x08C38114 asm/krawall/us/samples/KrawallSample177.bin KrawallSample177
0x08C38114 0x08C38A80 asm/krawall/us/samples/KrawallSample178.bin KrawallSample178
0x08C38A80 0x08C3C230 asm/krawall/us/samples/KrawallSample179.bin KrawallSample179
0x08C3C230 0x08C3F550 asm/krawall/us/samples/KrawallSample180.bin KrawallSample180
0x08C3F550 0x08C40B98 asm/krawall/us/samples/KrawallSample181.bin KrawallSample181
0x08C40B98 0x08C41FE0 asm/krawall/us/samples/KrawallSample182.bin KrawallSample182
0x08C41FE0 0x08C469E0 asm/krawall/us/samples/KrawallSample183.bin KrawallSample183
0x08C469E0 0x08C4A02C asm/krawall/us/samples/KrawallSample184.bin KrawallSample184
0x08C4A02C 0x08C4DDC4 asm/krawall/us/samples/KrawallSample185.bin KrawallSample185
0x08C4DDC4 0x08C4F5D0 asm/krawall/us/samples/KrawallSample186.bin KrawallSample186
0x08C4F5D0 0x08C515B8 asm/krawall/us/samples/KrawallSample187.bin KrawallSample187
0x08C515B8 0x08C55AC8 asm/krawall/us/samples/KrawallSample188.bin KrawallSample188
